Index,Comentario,Fecha;;;;,clasificacion,valoracion
108,"Sacamos en nuestro hotel una visita de un dia al parque tan famoso que tiene la zona de la Riviera Maya. Costo USD 150 por persona el cual incluye algunos extras sobre el paquete mas basico a saber, el principal, la comida buffet, con bebidas no alcoholicas con sistema free-refill y alguna cosa mas como locker sin costo donde dejar tus cosas y snorkel a precio reducido en caso de no tener el tuyo.Posteriormente tambien en el hotel sacamos un pack 2x1 para tener interaccion con delfines por USD 110 extras.Nos viene a buscar un shuttle del propio parque a las 7 AM a nuestro hotel. Por problemas logisticos o descoordinaciones entre la agencia que nos vendio el pack en el hotel y Xcaret, finalmente terminamos saliendo 7.40 AM. Un retraso importante la verdad. El shuttle ademas tenia gente de otros hotel ya esperando. Una situacion bastante incomoda para todo el mundo. Cuando vas a estar unas pocas horas en el parque perder 40 min por descoordinaciones entre agencias no es aceptable.Durante la ida de casi 2 horas desde nuestro hotel en Costa Mujeres hasta Xcaret el guia nos estuvo explicando cosas del funcionamiento del parque.Varias de las atracciones mas interesantes tienen costo extra como ser, nado con tiburones, sea-trek, nado en arrecife, paseo en speed boat llamado adrenalina, etc.Al llegar al parque nos pasamos otros 45 min haciendo fila para comprar tiburones (usd 150 los dos), y fotos extras (usd 75 por ambos) y un par de cases a prueba de agua para 2 celulares (usd 54 por ambos) Total otros USD 280.Al final pudimos entrar al parque a pasear como a las 11 AM.Nos queriamos volver a las 16 hs, teniamos 5 horas para hacer todo. En esas 5 horas apenas pudimos hacer 4 cosas. A) Ver las tortugas mientras esperabamos la hora para entrar con los tiburones, B) nado con tiburones, C) Delfines, D) ver acuario. y podria poner como E) esperar 20 min para tener turno en un restaurante y comer a las corridas en 15 min para no perder el shuttle al hotel.No me parecio un parque accesible para gente con scooter o sillas de ruedas, los caminos como en todo parque de atracciones siempre entreverados, Si eres primerizo en Xcaret no es facil ubicarte por mas carteles indicadores que te dicen para donde esta cada cosa. Mientras buscabamos el aviario para entrar pasamos por el habitat de pumas y jaguares el cual estaban renovando y no se pudo ver nada. El aviario nunca lo pudimos encontrar, le preguntamos a 3 personas del parque que estaban en las cercanias y ninguna nos supo decir como llegar a dicho lugar. Una cosa bastante triste por decir lo menos de empleados del propio parque.Cabe destacar que en la parte de delfines, no te dejan llevar camaras y te quieren vender las que ellos te sacan a un precio exorbitante de USD 195 por solo 10 de las 15 o 20 fotos que nos sacaron mientras duro el evento. Tenias tambien la opcion de USD 45 por 1 foto impresa. Una verdadera locura el precio, y para mejor (o peor) cuando le dijimos que el precio era un disparate, nos ofrecen descarga digital de todas las fotos por usd 120, o sea que el primer precio de 195 es para que caigan los incautos. Realmente senti como si me quisieran robar.Para mejor la cinta colgante de mi estuche a prueba de agua para el celular se me rompio al poco rato de comenzar a usarlo, entre al primer kiosco a intentar que me dieran otra cadena de tela para reemplazar la rota y me dicen que como son otra compania no me lo pueden hacer y tengo que volver al punto de inicio para reclamar el problema, 15 min mas de caminata hasta alli y otros 15 para volver a donde estaba... obviamente me quede con el artilugio sin el colgante y listo. 27 dolares tirados a la basura.Por ultimo quisiera destacar que los retornos hacia los hoteles son a las 16 hs o a las 21.40 luego del ultimo Show Mexico Espectacular... No existen mas alternativas, o te vas a las 5 o 6 horas de haber llegado... o te quedas 11 o 12 horas dentro del parque, una demencia. Tendrian que poner alguna salida a las 18 o a las 20 hs tambien.El sentimiento final de mi primera y ultima vez que vendre a este o cualquier otro parque del grupo es que esta todo pensado para sacarte toda la plata que puedan.El parque es gigante, si no estas en buena forma fisica te cansaras muchisimo.Mi conclusion final es que para sacarle el mayor jugo a la experiencia y no dejar un monton de dinero en el intento es comprar solo lo basico y entretenerte con lo que ofrece el paquete basico. El almuerzo buffet no es nada del otro mundo. Solo comida mexicana, nada de cocina internacional.Espero que esta review le sea de ayuda a quien este intentando informarse un poco antes de ir por primera vez al parque.",28 de enero de 2024;;;;,"general, precio, transporte a hoteles, buffet, naturaleza/atracciones, no clasificable","Negativo, Negativo, Negativo, Neutro, Negativo, Neutro"
109,Genial y Hermoso,28 de enero de 2024;;;;,<general>,Positivo
110,Super linda experiencia en logistica y atencion. Me gusto mucho el orden. La magia de la noche es  un expectaculo de primer mundo!!!,26 de enero de 2024;;;;,"trato personal, show, general","Positivo, Positivo, Positivo"
111,Hermoso,20 de enero de 2024;;;;,<general>,Positivo
112,"Un lugar maravilloso 100% recomendado sigue siendo tan espectacular como siempre , no me canso de regresar y espero volver pronto",16 de enero de 2024;;;;,<general>,Positivo
113,"INCREIBLE. Sin palabras, otro mundo. Cada detalle es espectacular.",14 de enero de 2024;;;;,<general>,Positivo
114,- Negativo,13 de enero de 2024;;;;,<no clasificable>,Negativo
115,Muy caro y no apto para claustrofobicos,11 de enero de 2024;;;;,"precio, no clasificable","Negativo, Negativo"
116,"Les cuento mi experiencia siendo claustrofobica, le pongo 2 Estrellas porque a pesar de pasar el peor dia de mi vida, el show de la noche fue increible.El parque no esta preparado para personas con discapacidad como lo dicen, ni tampoco es un parque tan grande que no te alcanza el dia para recorrerlo.En primer lugar, si sos claustrofobica/o no podes hacer la unica atraccion mas linda que tienen que son los rios subterraneos, pero claro, para vender la entrada que cuesta 178 dolares por persona, eso no te lo dicen hasta que el te encontras con los carteles de ingreso a los rios subterraneos.Pregunte al entrar si siento claustrofobica podia hacerlo y me dijeron que en el recorrido iba a haber cuevas como las que estan en el ingreso, que son bastante altas, pero aun asi me daban un poco de claustrofobia, y hasta ahi acepte a conciencia intentarlo. Pregunte por las salidas de emergencia, las cuales dejan mucho que desear porque hay una casa 200m. Ingrese con mi marido y pase la primer cueva, donde esta todo bastante oscuro, mucho no me gusto pero me la aguante. De ahi pasas de repente por un teatro, donde empieza una cueva super chiquita y oscura, que nada que ver con lo que me habian dicho que era lo maximo que iba a hacer. Tuve un ataque de panico en ese mismo momento que la vi, y no habia forma de salir mas que trepandome hacia el teatro. Me tuvo que ayudar mi marido a salir, me raspe toda y sali por las luces del escenario como pude. A todo esto, habia personal en el teatro que me veian llorando y respirando agitada saliendo del agua, y NI UNA SOLA PERSONA me pregunto como me sentia. Absolutamente NADIE en todo el parque; el cual tuve que atravesar hasta el otro lado para buscar mis cosas en pata clavandome todas las piedras del camino (imaginense alguien en sillas de ruedas lo incomodo que es un camino de piedras con subidas y bajadas); me asistio o me pregunto que me pasaba cuando pasaba llorando y respirando agitada.Imaginense en el rio subterraneo si te pasa algo no hay nadie que te asista, cualquier emergencia que tengas, tenes que nadar mas de 200 metros para salir (teniendo en cuenta que no hay corriente en el rio ese y se amontona toda la gente).En segundo lugar, el parque no tiene en si atracciones, es como mas un zoologico que lo unico que tiene de distinto, es en show y el rio ese que no pude hacer. No lo vale para mi gusto.Incluye una comida la cual deja mucho que desear y tenes que hacer cola para comer. Luego, esta pensado para que tengas que pagar por otra actividad dentro. Entramos a las 8.40am y a las 12 ya habiamos recorrido todo el parque. Pero claro, si pagas 110 dolares mas, haces una actividad con los delfines, si pagas 100 dolares mas, haces cualquier otra actividad que te completa el dia.En conclusion, es muy caro para lo que realmente es, y no esta preparado para personas con discapacidades o mayores.Eso si, el show nos cerro la boca, ya para las 19 haciendo tiempo, nos esperabamos lo peor. Pero el show es realmente increible, distinto, y con muchisimos artistas en escena. Es por lo unico que el precio valio la pena.",9 de enero de 2024;;,"general, naturaleza/atracciones, trato personal, buffet, precio, show","Negativo, Negativo, Negativo, Negativo, Negativo, Positivo"
117,Maravillosa experiencia,30 de diciembre de 2023;;;;,<general>,Positivo
118,Una maravillosa experiencia.Abren de las 8,29 de diciembre de 2023;;;;,<general>,Positivo
119,"Tan increible como siempre, despues de no ir en 20 anos",24 de diciembre de 2023;;;;,<general>,Positivo
120,"Ya habia ido hace 20 anos, volvimos y sigue increible! Pero esta vez fue entrada plus, el bufet internacional estuvo muy rico, me falto estomago... el espectaculo, muy bueno",17 de diciembre de 2023;;;;,"<general>, <buffet>, <show>","Positivo, Positivo, Positivo"
121,Encantado ,11 de diciembre de 2023;;;;,<general>,Positivo
122,"Es la segunda ocasion que visitamos este lugar tan hermoso, lleno de muchas maravillas, estoy completamente seguro que volveremos las veces que nos sea posible ",7 de diciembre de 2023;;;;,"<general>, <naturaleza/atracciones>",Positivo
123,"Todo comenzo con una impuntualidad en el transporte, pero nada como el final del dia...",6 de diciembre de 2023;;;;,"transporte a hoteles, general","Negativo, Positivo"
124,"Al inicio pense que iba a ser una experiencia no muy agradable porque comenzo con impuntualidad en el servicio de transporte... La logistica deja un poco que desear. La atencion del guia divertida. Te promueven que compres los paquetes aun antes de entrar al parque. Nosotros decidimos hacer el recorrido (Plus) sin pagos adicionales y no nos arrepentimos.Pero todas las molestias del inicio quedaron atras con el espectaculo de la noche. No podian haber elegido un nombre mas preciso. Espectacular!!!Volveria a verlo muchas veces mas. Lloramos, reimos, cantamos y nos estremecimos al conocer un poco mas de la cultura de este hermoso pais Mexico.Cuando volvamos a Mexico, volveremos a Xcaret.",6 de diciembre de 2023;;;;,"transporte a hoteles, trato personal, show, general","Negativo, Positivo, Positivo, Positivo"
125,Excelente ,5 de diciembre de 2023;;;;,<general>,Positivo
126,"La verdad me gusto mucho como tratan a los visitantes y el trato de la senorita JAZEL de atencion al visitante fue tan impecable transmite mucha empatia , mis amigos y yo encantados el proximo ano volvemos",3 de diciembre de 2023;;;;,trato personal,Positivo
127,Un dia para repetir,1 de diciembre de 2023;;;;,<general>,Positivo
128,"Es mas que un parque, su entorno natural su vegetacion, ese cuidado por los detalles y el medio ambiente, todo un acierto el disponer de fuentes de agua filtrada y fresca por todo el parque, el personal y en especial la opcion de las fotos con drones, Lucio, Jose y Jose Carlos, en fin toda una experiencia genial sin duda para poder repetir algun dia",29 de noviembre de 2023;;;;,"general, naturaleza/atracciones, trato personal",Positivo
129,Siempre una experiencia imperdible,28 de noviembre de 2023;;;;,<general>,Positivo
130,"Por tercera vez voy y la experiencia siempre sorprende, realmente impresionante y todo muy lindo. Actividades han mejorado y lo mas impactantes es el show final.",27 de noviembre de 2023;;;;,"general, show, naturaleza/atracciones",Positivo
131,Festival de vida y muerte vulgar mediocre pesimo de pies a cabeza no lo recomiendo en absoluto,25 de noviembre de 2023;;;;,"<general>, <no clasificable>",Negativo
132,"Antes que nada publico en General, quiero que sepan que anos atras elFestival era totalmente cultural las obras de teatro eran sublimes con el mensaje d vida y muerte pues de eso se trata el festival, tenia sentido cada expresion artistica , se veia la calidad inmensurable de cada acto llevado acabo , este ano dia 3 de noviembre fue un fiasco, las obras de teatro vulgares corrientes y mediocres con 0 tema cultural sobre todo las obras yucatecas , tan vulgares y nauseabundas que es mejor abandonar la sala , el invitado fue queretaro Pero para sorpresa toda su artesania que fue casi nula y su gastronomia fue excluida en un rincon sin sentido detras de donde ni se ve, los espacios que dieron, fue miserable la organizacion o ama bien desorganizado fue. Para hacer malabares , comida tu ate por doquier la gente de fuera veniamos con otro aspecto pero sin duda alguna fue un fiasco inadmisible, destacar que lo que mas se veia era la venta de cerveza y chucherias. Como si elFestival se llamara embriagate y come , en definitiva el personal 0 amable y basta los banos asquerosamente sucios , fue una malaPasada, las obras de teatro parecian estudiantiles de bajo presupuesto y como dijo sin un mensaje profundo y con sello por es lastimoso ver como se denigra una gran noche cultural convertirla en un pan circo y faramalla de mal gusto no se como el arquitecto Carlos Constance permite tan barbajaneria en fin deplorable de pues a cabeza",24 de noviembre de 2023;;;;,"general, show, trato personal, no clasificable",Negativo
133,Vacaciones en familia con movilidad limitada,23 de noviembre de 2023;;;;,<no clasificable>,Neutro
134,"Como siempre bello!!! Ahora fuimos con mis papas (movilidad reducida)  mi tia y mis hermanos, todos muy encantados, solo 1 sugerencia, ademas de rentar sillas de ruedas, seria genial que rentaran carritos electricos para las personas de la tercer edad que aun su motricidad esta conservada solo no pueden caminar de manera prolongada. Y en esta ocasion en el show nocturno se brincaron muuuucho de la historia de Mexico... aun asi, lindo ",21 de noviembre de 2023;;;;,"general, trato personal, show, no clasificable","Positivo, Neutro, Negativo, Neutro"
135,Me gusto pero...,16 de noviembre de 2023;;;;,<no clasificable>,Neutro
136,"Fue una visita increible conoci todo el parque y compre el pasaporte Xcaret y me regalaron una playera por juntas todos los sellos, la comida es muy rica. Pague la cena a 7 tiempos en el show pero fue muy rapida no se disfruto tan bien y sinceramente es que no pones tanta atencion en el showbporque estas comiendo ademas los asientos son muy pequenos y sinceramente muy incomodos .Ademas que siento que las fotos en estos parques son fundamentales y las camaras no servian estaban en mantenimiento algo que me puso triste porque hay varios spot y si no tienes celular ya no tienes fotos",14 de noviembre de 2023;;;;,"general, buffet, show, no clasificable","Positivo, Positivo, Negativo, Negativo"
